context,question,answer,url
"Revealing two candidates participating in the Board of Directors and the Supervisory Board of HAG On May 9, 2024, Hoang Anh Gia Lai Joint Stock Company (HOSE: HAG) announced the resume of the two candidates who will participate in the additional election of the Board of Directors and members of the Superior Meeting of Meeting of Shareholders. Accordingly, both individuals are nominated by the Chairman of the Board of Directors of Mr. Doan Nguyen Duc and do not hold any HAG shares. First, the candidate for HAG's Board of Directors is Mr. Bui Le Quang.Currently, Mr. Quang is the Head",Who nominated the two candidates for HAG's Board of Directors and Supervisory Board?,"The Chairman of the Board of Directors, Mr. Doan Nguyen Duc.",https://vietstock.vn/2024/05/lo-dien-hai-ung-vien-tham-gia-vao-hdqt-va-ban-kiem-soat-cua-hag-214-1188773.htm
"(DTCK) Hoang Anh Gia Lai JSC (Ma HAG - HOSE) announced documents of the General Meeting of Shareholders in 2024, the Congress held on 10/5 in Ho Chi Minh City. In 2024, Hoang Anh Gia Lai planned a revenue of 7,750 billion dong, up 20.3% over the same period and the expected profit after tax of 1,320 billion dong, down 25.9% compared to 2023. In particular, Hoang Anh Gia Lai expected the revenue of fruit trees to contribute 5,540 billion dong, accounting for 71% of the total revenue;Banana pig revenue contributes VND 1,550 billion, accounting for 20% of total revenue;And",What percentage of Hoang Anh Gia Lai's total revenue in 2024 is expected to come from fruit trees?,71%.,https://www.tinnhanhchungkhoan.vn/hoang-anh-gia-lai-hag-len-ke-hoach-loi-nhuan-di-lui-va-khong-de-cap-mo-rong-chan-nuoi-heo-trong-nam-2024-post344847.html
"(ĐTCK) Hoang Anh Gia Lai JSC (Ma HAG - HOSE) announced additional documents of the General Meeting of Shareholders in 2024, the Congress held on 10/5 in Ho Chi Minh City. On May 9, the Chairman of the Board of Directors of HAG Doan Nguyen Duc nominated Mr. Bui Le Quang into a member of the Board of Directors for the term 2020-2025 and nominated Mr. Nguyen Tien Hung as a member of the Supervisory Board for the term 2020 - 2025. According to the research, Mr. Bui Le Quang has a master's degree in business administration and from 2007",When was the General Meeting of Shareholders held by Hoang Anh Gia Lai JSC in 2024?,On May 10.,https://www.tinnhanhchungkhoan.vn/he-lo-nhan-su-cua-chung-khoan-lpbank-va-thaiholdings-vao-hoang-anh-gia-lai-hag-post344891.html
"VSC leaves a major shareholder position after more than 3 months According to VSC's new announcement, this company is no longer a major shareholder in HAH after selling nearly 5.3 million shares on May 8, although it plays this role after buying a large amount of shares on the 30th.01. Specifically, on May 9, Vietnam Container JSC (Vinconship, HOSE: VSC) announced that it was no longer a major shareholder at Hai An Transport and Costnets (HOSE: HAH), after selling nearly 5.3 million sharesHAH on May 8, reducing the ownership rate from 7.53% (more than 7.94 million shares) to 2.53% (nearly",When did VSC sell nearly 5.3 million shares of HAH?,May 8.,https://vietstock.vn/2024/05/vsc-roi-vi-the-co-dong-lon-hah-sau-hon-3-thang-739-1188687.htm
"(ĐTCK) Continuously raising ownership at the beginning of the year, Vietnam Container Joint Stock Company (ViConship, VSC code - HOSE) has sold and reduced its ownership to less than 5%(code hah - HOSE). On 8/5, Viconship sold 5,278,500 HAH shares, reduced ownership from 7.53%, 2.53% and officially no longer a major shareholder at Hai An transport and unloading. Earlier, on January 30, Viconship bought 2,150,500 HAH shares, raised owners from 2.96%, to 5% of charter capital;On April 19, Viconship bought 1,240,900 HAH shares, raising its ownership from 5.45%, to 6.63% of charter capital;On April 22, Viconship continued to buy an","On what date did ViConship sell 5,278,500 HAH shares?",May 8.,https://www.tinnhanhchungkhoan.vn/viconship-vsc-ban-ra-hon-52-trieu-co-phieu-van-tai-va-xep-do-hai-an-hah-post344924.html
"Han plans the 2024 profit and slightly increased, bidding for works is estimated at about 4 trillion In 2024, HAN set a plan to profit before tax more than 66 billion dong, an increase of 2% compared to 2023. Notably, businesses focused on bidding for construction into works with state capital sources, at prices.Treatment estimates about 4 trillion dong. Hanoi Construction Corporation - Joint Stock Company (UPCoM: HAN) has just announced documents of the 2024 annual shareholder meeting, expected to be held on May 31 in the form of direct, in Hanoi. Accordingly, Han plans 2024 with a total revenue",How much does HAN plan to profit before tax in 2024?,More than 66 billion dong.,https://vietstock.vn/2024/05/han-dat-ke-hoach-lai-2024-tang-nhe-dau-thau-cac-cong-trinh-uoc-khoang-4-ngan-ty-737-1188934.htm
"(ĐTCK) Hoa Binh Construction Group Joint Stock Company (HBC - HOSE) announced the plan to issue 73.08 million shares to swap debts, deploy from the second quarter to the fourth quarter of 2024. On 10/5, Hoa Binh Construction Group approved the detailed implementation of the stock issuance plan to swap debts.In this plan, Hoa Binh construction will issue 73.08 million shares costing 10,000 VND/share, equivalent to the total amount of 730.8 billion in exchange for the corresponding debt that is owed to subcontractors, forAffiliate, supplier (10,000 VND for 1 stock exchange). It is known that, before that, at the congress",How many shares will Hoa Binh Construction Group issue to swap debts?,73.08 million shares.,https://www.tinnhanhchungkhoan.vn/lo-dien-99-chu-no-dong-y-hoan-doi-7308-ty-dong-no-sang-co-phieu-xay-dung-hoa-binh-hbc-post345005.html
"NOTIFICATION (V/v: offer shares to the public) Dear: Shareholders of Ba Ria Vung Housing Joint Stock Company - Tau Pursuant to the Certificate of registration for the public offering to the public No. 30/GCN-UBCK issued by the Chairman of the State Securities Commission on April 5, 2024; The Board of Directors of Ba Ria - Vung Tau Housing Development Joint Stock Company (Hodeco) would like to inform shareholders about registering to buy shares under the offering plan for existing shareholders by the method of exercising rightsBuy, specifically: 1. Share name: Shares of Ba Ria - Vung Tau Housing Development Joint",When was the certificate of registration for the public offering issued to Ba Ria - Vung Tau Housing Development Joint Stock Company?,"April 5, 2024.",https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-phat-trien-nha-ba-ria-vung-tau-hodeco-thong-bao-chao-ban-co-phieu-cho-co-dong-hien-huu-post344817.html
"NOTIFICATION (V/v: offer shares to the public) Dear: Shareholders of Ba Ria Vung Housing Joint Stock Company - Tau Pursuant to the Certificate of registration for the public offering to the public No. 30/GCN-UBCK issued by the Chairman of the State Securities Commission on April 5, 2024; The Board of Directors of Ba Ria - Vung Tau Housing Development Joint Stock Company (Hodeco) would like to inform shareholders about registering to buy shares under the offering plan for existing shareholders by the method of exercising rightsBuy, specifically: 1. Share name: Shares of Ba Ria - Vung Tau Housing Development Joint",When was the certificate of registration for the public offering issued to Ba Ria - Vung Tau Housing Development Joint Stock Company?,"April 5, 2024.",https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-phat-trien-nha-ba-ria-vung-tau-hodeco-thong-bao-chao-ban-co-phieu-cho-co-dong-hien-huu-post344818.html
"NOTIFICATION (V/v: offer shares to the public) Dear: Shareholders of Ba Ria Vung Housing Joint Stock Company - Tau Pursuant to the Certificate of registration for the public offering to the public No. 30/GCN-UBCK issued by the Chairman of the State Securities Commission on April 5, 2024; The Board of Directors of Ba Ria - Vung Tau Housing Development Joint Stock Company (Hodeco) would like to inform shareholders about registering to buy shares under the offering plan for existing shareholders by the method of exercising rightsBuy, specifically: 1. Share name: Shares of Ba Ria - Vung Tau Housing Development Joint",When was the certificate of registration for the public offering issued to Ba Ria - Vung Tau Housing Development Joint Stock Company?,"April 5, 2024.",https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-phat-trien-nha-ba-ria-vung-tau-hodeco-thong-bao-chao-ban-co-phieu-cho-co-dong-hien-huu-post344820.html
"At the end of the session on May 8, HPG shares of Hoa Phat Group recorded an increase of 1.82% to VND 30,700/share.This was the fourth consecutive increase of this stock.The matching weight per session is high, several tens of millions of units per session. With the current price, Hoa Phat's capitalization has reached more than 178,500 billion VND (about 7 billion USD), an increase of more than 16,000 billion from the beginning of the year to this until now.Resonance with the recent decline of Bluechip stock codes, the value of the largest steel group in Vietnam has risen to",What was the closing price of HPG shares on May 8?,"VND 30,700/share.",https://cafef.vn/san-luong-ban-hang-lan-dau-vuot-800000-tan-sau-2-nam-co-phieu-tang-lien-4-phien-keo-von-hoa-cua-hoa-phat-vuot-pv-gas-vingroup-vinhomes-vietinbank-de-xep-thu-3-tren-hose-188240509011512725.chn
"HQC plans about VND 100 billion after nearly a decade, wanting to issue 30 million shares 2.6 times the price to swap debts Hoang Quan Real Estate has just announced the 2024 annual General Meeting of Shareholders with a record revenue plan of VND 2,000 billion and profit after tax of VND 100 billion, more than 19 times more than 2023. Notably, the business is expected to be issued.30 million shares to swap for creditors. Ambitious business plan According to the document, Hoang Quan Real Estate Service Trading Consulting Joint Stock Company (HOSE: HQC) planned 2024 ambitious with a turnover",How many shares does HQC plan to issue to swap for creditors?,30 million shares.,https://vietstock.vn/2024/05/hqc-ke-hoach-lai-100-ty-sau-gan-thap-ky-muon-phat-hanh-30-trieu-cp-gap-26-lan-thi-gia-de-hoan-doi-no-737-1189082.htm
